CID,IsomericSMILES,Descriptors,Alcohol,Animal Body,Aquatic,Balsamic,Chemicals,Earthy,Flower,Fruity,Gourmand,Green,Herbal,Savory,Smoky,Spices,Sulfur,Woody
1031,CCCO,"['Earthy', 'Alcohol', 'Fruity', 'Sulfur']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1032,CCC(=O)O,"['Alcohol', 'Savory']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1049,C1=CC=NC=C1,"['Aquatic', 'Savory', 'Smoky']",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1060,CC(=O)C(=O)O,"['Gourmand', 'Alcohol', 'Savory', 'Smoky']",1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1068,CSC,"['Fruity', 'Chemicals', 'Savory', 'Aquatic', 'Sulfur', 'Gourmand', 'Green', 'Alcohol']",1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0
1103,C(CCNCCCN)CNCCCN,"['Flower', 'Fruity']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1119,O=S=O,['Alcohol'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,C(C(=O)O)S,"['Savory', 'Sulfur']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1136,CC1=C(SC=N1)CCO,"['Savory', 'Sulfur']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1140,CC1=CC=CC=C1,['Alcohol'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,C[N+](C)(C)[O-],['Aquatic'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1182,CC(C)C(C(=O)O)N,['Aquatic'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1183,COC1=C(C=CC(=C1)C=O)O,"['Gourmand', 'Savory']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1213,CC1CCCC2(C1(CCCC2)O)C,"['Fruity', 'Earthy']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1491,C1=CC(=C(C=C1O)O)C(=O)O,['Chemicals'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1567,C(CS)O,"['Savory', 'Smoky']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2345,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2,"['Flower', 'Green', 'Fruity', 'Balsamic']",0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
2682,CCCCCCCCCCCCCCCCO,"['Flower', 'Fruity', 'Balsamic']",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
2758,CC1(C2CCC(O1)(CC2)C)C,"['Green', 'Chemicals', 'Woody', 'Herbal']",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
2879,CC1=CC=C(C=C1)O,"['Chemicals', 'Balsamic', 'Flower', 'Smoky', 'Green', 'Animal Body']",0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0
2969,CCCCCCCCCC(=O)O,"['Fruity', 'Savory', 'Balsamic', 'Gourmand', 'Alcohol']",1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
3080,C(C(CS)S)O,['Sulfur'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3283,CCOCC,"['Alcohol', 'Chemicals']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3338,CCCCC(C1=CC=CC=C1)O,"['Flower', 'Green', 'Woody', 'Fruity']",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
3611,CC(C)C1=CC(=O)C(=CC=C1)O,"['Chemicals', 'Woody', 'Earthy']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
3893,CCCCCCCCCCCC(=O)O,"['Fruity', 'Chemicals', 'Savory', 'Balsamic', 'Flower']",0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0
4650,C1=CC(=O)C=CC1=O,"['Chemicals', 'Savory']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4775,C1=CC=C(C=C1)CCCC(=O)O,"['Gourmand', 'Flower']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4837,C1CNCCN1,['Aquatic'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4943,CC(C)C1=C(C(=CC=C1)C(C)C)O,['Chemicals'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4947,CCCOC(=O)C1=CC(=C(C(=C1)O)O)O,['Chemicals'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5054,C1=CC(=CC(=C1)O)O,"['Fruity', 'Chemicals', 'Savory', 'Gourmand', 'Earthy']",0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0
5610,C1=CC(=CC=C1CCN)O,"['Aquatic', 'Chemicals', 'Savory', 'Fruity']",0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
5634,C=CCCCCCCCCC(=O)O,"['Woody', 'Fruity', 'Savory', 'Balsamic', 'Alcohol']",1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
5971,C=CCN=C=S,"['Alcohol', 'Savory', 'Sulfur']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6054,C1=CC=C(C=C1)CCO,"['Green', 'Savory', 'Sulfur', 'Flower', 'Gourmand', 'Spices', 'Earthy']",0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0
6213,CS(=O)(=O)C,"['Sulfur', 'Smoky']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6268,C(C(C(=O)O)S)C(=O)O,['Sulfur'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6276,CCCCCO,"['Chemicals', 'Savory', 'Balsamic', 'Sulfur', 'Alcohol']",1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
6288,C[C@H]([C@@H](C(=O)O)N)O,['Savory'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6329,CN,"['Aquatic', 'Savory', 'Fruity']",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
6348,C(=S)=S,"['Green', 'Alcohol', 'Chemicals', 'Sulfur']",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6363,CC(C)N,"['Aquatic', 'Savory']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6378,CC1CO1,"['Alcohol', 'Chemicals']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6386,CC(C)(C)O,"['Woody', 'Chemicals', 'Sulfur', 'Alcohol', 'Herbal', 'Earthy']",1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
6387,CC(C)(C)S,"['Fruity', 'Savory', 'Sulfur', 'Gourmand', 'Smoky']",0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0
6448,CC(=O)OC1CC2CCC1(C2(C)C)C,"['Woody', 'Spices', 'Balsamic', 'Green', 'Herbal']",0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
6482,C[C@@H]1CC[C@@H]2C13CCC(C(C3)C2(C)C)(C)OC(=O)C,"['Green', 'Woody', 'Earthy']",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
6495,CC(C)(OC)OC,"['Alcohol', 'Chemicals']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6501,CCOC(=O)C1C(O1)(C)C2=CC=CC=C2,"['Fruity', 'Chemicals', 'Savory', 'Flower', 'Gourmand', 'Alcohol']",1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0
6506,CCOC(=O)CC(CC(=O)OCC)(C(=O)OCC)O,"['Alcohol', 'Fruity']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6532,CC(C)C(=O)OC(C)(CCC=C(C)C)C=C,"['Flower', 'Woody', 'Fruity']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
6544,CC1=CC(=O)CC(C1)(C)C,"['Woody', 'Fruity', 'Gourmand', 'Smoky', 'Green', 'Alcohol', 'Herbal', 'Earthy']",1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1
6548,CCC(C)(CCCC(C)C)O,"['Flower', 'Green', 'Woody', 'Fruity']",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
6557,CC(=C)C=C,['Chemicals'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6558,CC(C)CN,"['Aquatic', 'Alcohol', 'Savory', 'Fruity']",1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
6560,CC(C)CO,"['Chemicals', 'Sulfur', 'Gourmand', 'Alcohol', 'Earthy']",1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
6562,CC(=C)C=O,"['Fruity', 'Balsamic', 'Sulfur', 'Flower', 'Green']",0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0
6568,CCC(C)O,"['Alcohol', 'Chemicals', 'Fruity', 'Sulfur']",1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
6569,CCC(=O)C,"['Woody', 'Fruity', 'Chemicals', 'Alcohol', 'Herbal']",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
6570,CC(=O)C=C,"['Alcohol', 'Chemicals']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6590,CC(C)C(=O)O,"['Alcohol', 'Savory', 'Fruity']",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
6612,CC1=CCCC(C1C=CC(=O)CCC=C)(C)C,"['Flower', 'Green', 'Woody', 'Fruity']",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
6616,CC1(C2CCC(C2)C1=C)C,"['Woody', 'Fruity', 'Chemicals', 'Spices', 'Green', 'Herbal']",0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1
6623,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,['Chemicals'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6631,CC1CCC(CC1)C(C)(C)OC(=O)C,"['Flower', 'Green', 'Woody', 'Fruity']",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
6643,CCC(C)(C)C1=CC=C(C=C1)O,['Chemicals'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6651,CC1(CCC(CC1)C(C)(C)O)O,"['Spices', 'Chemicals', 'Woody', 'Balsamic']",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
6653,CCOC(=O)C(C)(C)O,"['Green', 'Herbal']",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
6654,CC1=CCC2CC1C2(C)C,"['Green', 'Chemicals', 'Woody', 'Earthy']",0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
6657,CCC(C(=O)O)N,['Gourmand'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6658,CC(=C)C(=O)OC,"['Alcohol', 'Fruity', 'Sulfur']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6660,CC1=C(C(=O)CC1)O,"['Gourmand', 'Spices']",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6735,C1CC(=O)C2=CC=CC=C21,"['Chemicals', 'Woody']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6753,CC1=C(C=C(C(=C1[N+](=O)[O-])OC)C(C)(C)C)[N+](=O)[O-],"['Flower', 'Earthy', 'Animal Body']",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
6826,CNC1=CC=CC=C1C(=O)OC,"['Fruity', 'Chemicals', 'Flower', 'Alcohol', 'Earthy']",1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
6873,CC(C)COC(=O)C1=CC=CC=C1O,"['Flower', 'Green', 'Spices']",0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
6874,CC(C)CCOC(=O)C1=CC=CC=C1O,"['Woody', 'Chemicals', 'Balsamic', 'Flower', 'Green', 'Earthy']",0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1
6881,C1=CC=C(C=C1)C=CCOC(=O)C2=CC=CC=C2N,"['Flower', 'Fruity']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6885,C1C2=CC=CC=C2C(=O)O1,"['Woody', 'Fruity', 'Chemicals', 'Savory', 'Gourmand', 'Smoky', 'Green']",0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1
6920,CC(=O)C1=CC=CS1,"['Gourmand', 'Sulfur']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6930,CCC1=CC2=C(C=C1C(=O)C)C(CCC2(C)C)(C)C,"['Gourmand', 'Savory', 'Animal Body']",0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6937,CC1=CC(=C(C=C1)C(C)(C)C)O,"['Smoky', 'Woody', 'Animal Body']",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6944,CC1=CC=CC=C1[N+](=O)[O-],"['Gourmand', 'Green', 'Spices']",0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
6986,CC1CCC(C(=O)C1)C(C)C,"['Alcohol', 'Chemicals', 'Woody', 'Herbal']",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
6987,CC1=CC(=O)C(CC1)C(C)C,"['Woody', 'Fruity', 'Chemicals', 'Smoky', 'Green', 'Herbal']",0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1
6988,CC1CCC(=C(C)C)C(=O)C1,"['Green', 'Woody', 'Herbal']",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
6989,CC1=CC(=C(C=C1)C(C)C)O,"['Woody', 'Chemicals', 'Spices', 'Smoky', 'Green']",0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1
6998,C1=CC=C(C(=C1)C=O)O,"['Chemicals', 'Spices', 'Gourmand', 'Flower', 'Green', 'Alcohol']",1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
7012,CCC(C1=CC=CC=C1)C(=O)O,"['Gourmand', 'Flower']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
7016,C1CCC(CC1)C2CCCCC2=O,"['Woody', 'Chemicals', 'Flower', 'Green', 'Herbal']",0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1
7037,C1=CC=C(C=C1)C(C2=CC=CC=C2)O,"['Flower', 'Green', 'Earthy']",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
7045,C1=CC=C2C(=C1)N=CC=N2,['Smoky'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7047,C1=CC=C2C(=C1)C=CC=N2,"['Chemicals', 'Balsamic', 'Earthy', 'Smoky', 'Spices', 'Animal Body']",0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0
7055,CC1=CC2=CC=CC=C2C=C1,"['Flower', 'Woody']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7058,C1=CC=C2C=C(C=CC2=C1)S,"['Woody', 'Savory', 'Sulfur', 'Gourmand', 'Smoky', 'Earthy']",0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1
7060,CC1=NC2=CC=CC=C2C=C1,"['Green', 'Aquatic', 'Smoky']",0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
7092,CC1=CC2=C(C=C1)OC(=O)C=C2,"['Fruity', 'Savory', 'Flower', 'Gourmand', 'Green', 'Earthy']",0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0
7095,C1=CC=C(C=C1)C2=CC=CC=C2,"['Chemicals', 'Savory', 'Sulfur', 'Flower', 'Green', 'Alcohol']",1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
7122,CC(=O)C1=CC2=CC=CC=C2C=C1,"['Flower', 'Fruity', 'Gourmand']",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
7127,COC1=C(C=C(C=C1)CC=C)OC,"['Chemicals', 'Savory', 'Spices', 'Balsamic', 'Flower', 'Green', 'Herbal', 'Earthy']",0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0
7128,CC=CC1=CC(=C(C=C1)OC)OC,"['Woody', 'Chemicals', 'Flower', 'Gourmand', 'Spices', 'Herbal']",0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1
7129,CCOC1=CC2=CC=CC=C2C=C1,"['Flower', 'Fruity']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7130,CC(C)CC1=NC2=CC=CC=C2C=C1,"['Woody', 'Animal Body', 'Smoky', 'Spices', 'Earthy']",0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1
7136,CC(=O)OC1=C(C=C(C=C1)CC=C)OC,"['Woody', 'Fruity', 'Green', 'Balsamic', 'Flower', 'Spices', 'Alcohol', 'Earthy']",1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1
7144,CC1=CC(=C(C=C1)O)OC,"['Woody', 'Chemicals', 'Balsamic', 'Flower', 'Gourmand', 'Smoky', 'Spices']",0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1
7147,CCC(C1=CC=CC=C1)O,"['Flower', 'Balsamic']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
7148,CCC(=O)C1=CC=CC=C1,"['Flower', 'Green', 'Fruity']",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
7149,C1=CC=C(C=C1)C(CO)O,['Flower'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7165,CCOC(=O)C1=CC=CC=C1,"['Fruity', 'Chemicals', 'Flower', 'Green', 'Herbal', 'Earthy']",0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0
7166,CC(=O)CC(=O)C1=CC=CC=C1,"['Gourmand', 'Fruity', 'Woody', 'Balsamic']",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
7175,CCCOC(=O)C1=CC=C(C=C1)O,"['Woody', 'Fruity', 'Smoky']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
7184,CCCCOC(=O)C1=CC=C(C=C1)O,"['Chemicals', 'Fruity', 'Sulfur']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
7193,CC(C)CCOC(=O)C1=CC=CC=C1,"['Green', 'Fruity', 'Balsamic']",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
7219,C1C=CC2=CC=CC=C21,"['Chemicals', 'Balsamic', 'Animal Body']",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7221,C1=CC=C2C(=C1)C=CS2,"['Earthy', 'Chemicals', 'Sulfur', 'Smoky']",0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
7222,C1=CC=C2C(=C1)N=CS2,"['Chemicals', 'Savory', 'Sulfur', 'Smoky']",0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
7224,CC1=CC2=CC=CC=C2N1,['Animal Body'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7237,CC1=CC=CC=C1C,"['Flower', 'Sulfur']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7247,CC1=CC(=C(C=C1)C)C,['Chemicals'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7249,CC1=C(C=C(C=C1)O)C,"['Gourmand', 'Savory', 'Earthy', 'Smoky']",0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
7268,CCOC(=O)C(=O)OCC,"['Fruity', 'Sulfur', 'Earthy', 'Green', 'Alcohol', 'Animal Body']",1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
7275,CC1C(O1)C2CCC3(C(C2)O3)C,['Herbal'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7276,C1C(O1)C2=CC=CC=C2,"['Balsamic', 'Sulfur']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7283,CCC(C)CN,['Aquatic'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7284,CCC(C)C=O,"['Fruity', 'Chemicals', 'Savory', 'Sulfur', 'Gourmand', 'Smoky', 'Green', 'Alcohol', 'Earthy']",1,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0
7288,CCC(=O)CC,"['Fruity', 'Chemicals', 'Savory', 'Gourmand', 'Alcohol']",1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
7301,CC1CCCO1,"['Chemicals', 'Herbal']",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7334,CCOC(=O)C1C(C1(C)C)C=C(C)C,"['Chemicals', 'Spices', 'Flower', 'Green', 'Alcohol']",1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
7336,CCC(=O)OC1CC(CC=C1C)C(=C)C,"['Fruity', 'Herbal']",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
