CID,IsomericSMILES,Descriptors,Alcohol,Animal Body,Aquatic,Balsamic,Chemicals,Earthy,Flower,Fruity,Gourmand,Green,Herbal,Savory,Smoky,Spices,Sulfur,Woody
1254,CC1CCC(C(C1)O)C(C)C,"['Woody', 'Herbal']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1491,C1=CC(=C(C=C1O)O)C(=O)O,['Chemicals'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2214,CC(=O)C1=CC(=C(C=C1)O)OC,"['Gourmand', 'Spices']",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2346,C1=CC=C(C=C1)CN=C=S,"['Green', 'Chemicals']",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2537,CC1(C2CCC1(C(=O)C2)C)C,"['Green', 'Herbal', 'Alcohol', 'Chemicals', 'Woody']",1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
2758,CC1(C2CCC(O1)(CC2)C)C,"['Chemicals', 'Green', 'Woody', 'Herbal']",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
2969,CCCCCCCCCC(=O)O,"['Fruity', 'Gourmand', 'Savory', 'Alcohol']",1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
3314,COC1=C(C=CC(=C1)CC=C)O,"['Flower', 'Gourmand', 'Savory', 'Spices', 'Chemicals', 'Woody']",0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1
3327,CC(=CCCC(=CCCC(=CCO)C)C)C,"['Flower', 'Green']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3338,CCCCC(C1=CC=CC=C1)O,"['Fruity', 'Green', 'Woody', 'Flower']",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
3485,C(CC=O)CC=O,"['Alcohol', 'Chemicals', 'Fruity']",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3611,CC(C)C1=CC(=O)C(=CC=C1)O,"['Woody', 'Earthy', 'Chemicals']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
3893,CCCCCCCCCCCC(=O)O,"['Flower', 'Savory', 'Chemicals', 'Fruity', 'Balsamic']",0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0
4133,COC(=O)C1=CC=CC=C1O,"['Earthy', 'Green', 'Herbal', 'Chemicals', 'Fruity', 'Woody']",0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1
4276,COC1=CC(=CC2=C1OCO2)CC=C,"['Woody', 'Balsamic', 'Spices']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
4458,CC(=CCCC(=CCO)C)C,['Flower'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4650,C1=CC(=O)C=CC1=O,"['Chemicals', 'Savory']",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5144,C=CCC1=CC2=C(C=C1)OCO2,"['Flower', 'Woody', 'Spices']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
5146,C1=CC=C(C(=C1)CO)O,['Fruity'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6027,C1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O)O,"['Woody', 'Gourmand', 'Smoky']",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
6054,C1=CC=C(C=C1)CCO,"['Flower', 'Earthy', 'Green', 'Gourmand', 'Savory', 'Spices', 'Sulfur']",0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0
6184,CCCCCC=O,"['Green', 'Savory', 'Chemicals', 'Animal Body', 'Fruity', 'Woody']",0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1
6213,CS(=O)(=O)C,"['Smoky', 'Sulfur']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6276,CCCCCO,"['Alcohol', 'Sulfur', 'Savory', 'Balsamic']",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
6288,C[C@H]([C@@H](C(=O)O)N)O,['Savory'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6342,CC#N,['Gourmand'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6343,CCS,"['Fruity', 'Sulfur', 'Savory']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
6348,C(=S)=S,"['Alcohol', 'Green', 'Chemicals', 'Sulfur']",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6354,C1CO1,"['Alcohol', 'Chemicals', 'Fruity']",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6363,CC(C)N,['Aquatic'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6378,CC1CO1,"['Alcohol', 'Chemicals']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6386,CC(C)(C)O,"['Woody', 'Herbal']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6387,CC(C)(C)S,['Sulfur'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6405,CCC(C)(C)O,"['Alcohol', 'Woody', 'Herbal']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
6416,CC(=O)C(C)(C)C,"['Alcohol', 'Woody', 'Chemicals', 'Herbal']",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
6495,CC(C)(OC)OC,"['Alcohol', 'Chemicals']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6533,CC(=CCCC(C)(C=C)OC(=O)C=CC1=CC=CC=C1)C,"['Flower', 'Green', 'Balsamic']",0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
6544,CC1=CC(=O)CC(C1)(C)C,"['Earthy', 'Green', 'Gourmand', 'Smoky', 'Fruity', 'Woody']",0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1
6558,CC(C)CN,"['Savory', 'Aquatic']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6560,CC(C)CO,"['Alcohol', 'Earthy', 'Gourmand', 'Chemicals']",1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
6561,CC(C)C=O,"['Flower', 'Green', 'Savory', 'Alcohol', 'Chemicals', 'Fruity']",1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0
6562,CC(=C)C=O,"['Flower', 'Green', 'Sulfur', 'Fruity', 'Balsamic']",0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0
6612,CC1=CCCC(C1C=CC(=O)CCC=C)(C)C,"['Flower', 'Green', 'Woody', 'Fruity']",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
6623,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,['Chemicals'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6632,CC1CCC(C=C1)(C(C)C)OC(=O)C,"['Flower', 'Green', 'Woody', 'Fruity']",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
6643,CCC(C)(C)C1=CC=C(C=C1)O,['Chemicals'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6651,CC1(CCC(CC1)C(C)(C)O)O,"['Chemicals', 'Woody', 'Spices']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
6654,CC1=CCC2CC1C2(C)C,"['Chemicals', 'Earthy', 'Green', 'Woody']",0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
6657,CCC(C(=O)O)N,['Gourmand'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6658,CC(=C)C(=O)OC,"['Fruity', 'Sulfur']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6660,CC1=C(C(=O)CC1)O,"['Gourmand', 'Spices']",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6669,CC1=C(C(=C(C(=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C)C(=O)C,"['Flower', 'Animal Body', 'Savory']",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6753,CC1=C(C=C(C(=C1[N+](=O)[O-])OC)C(C)(C)C)[N+](=O)[O-],"['Flower', 'Earthy', 'Animal Body']",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
6877,CCOC(=O)C1=CC=CC=C1N,"['Fruity', 'Flower']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6881,C1=CC=C(C=C1)C=CCOC(=O)C2=CC=CC=C2N,"['Flower', 'Fruity']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6885,C1C2=CC=CC=C2C(=O)O1,"['Green', 'Smoky', 'Savory', 'Chemicals', 'Fruity', 'Woody']",0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
6915,CCC(CC)C(=O)O,"['Fruity', 'Savory', 'Alcohol']",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
6930,CCC1=CC2=C(C=C1C(=O)C)C(CCC2(C)C)(C)C,"['Gourmand', 'Animal Body', 'Savory']",0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6937,CC1=CC(=C(C=C1)C(C)(C)C)O,"['Woody', 'Animal Body']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6944,CC1=CC=CC=C1[N+](=O)[O-],"['Green', 'Gourmand', 'Spices']",0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
6949,CC1CCC(=C(C)C)CC2=C1CCC2C,"['Woody', 'Balsamic', 'Spices']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
6985,CC1=CC(=C(C=C1)C(=O)C)C,"['Flower', 'Woody', 'Herbal']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
6986,CC1CCC(C(=O)C1)C(C)C,"['Alcohol', 'Woody', 'Chemicals', 'Herbal']",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
6997,CCC1=CC=CC=C1O,"['Chemicals', 'Smoky']",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
7002,CC1=CC=CC2=CC=CC=C12,"['Woody', 'Chemicals']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7017,C1=CC=C(C=C1)C2=CC=CC=C2O,"['Gourmand', 'Chemicals']",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
7041,COC1=C(C(=CC=C1)OC)O,"['Woody', 'Smoky', 'Chemicals', 'Balsamic']",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
7043,COC1=CC=CC=C1OC,"['Earthy', 'Gourmand', 'Chemicals', 'Savory']",0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
7047,C1=CC=C2C(=C1)C=CC=N2,"['Earthy', 'Smoky', 'Spices', 'Chemicals', 'Balsamic']",0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0
7055,CC1=CC2=CC=CC=C2C=C1,"['Flower', 'Woody']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7058,C1=CC=C2C=C(C=CC2=C1)S,"['Earthy', 'Gourmand', 'Smoky', 'Savory', 'Sulfur', 'Woody']",0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1
7059,CC1=CC2=C(C=C1)N=CC=C2,"['Flower', 'Smoky', 'Animal Body']",0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
7092,CC1=CC2=C(C=C1)OC(=O)C=C2,"['Flower', 'Earthy', 'Green', 'Gourmand', 'Savory', 'Fruity']",0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0
7095,C1=CC=C(C=C1)C2=CC=CC=C2,"['Flower', 'Green', 'Savory', 'Alcohol', 'Sulfur', 'Chemicals']",1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
7119,COC1=CC2=CC=CC=C2C=C1,"['Fruity', 'Flower']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7122,CC(=O)C1=CC2=CC=CC=C2C=C1,"['Fruity', 'Gourmand', 'Flower']",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
7127,COC1=C(C=C(C=C1)CC=C)OC,"['Flower', 'Earthy', 'Green', 'Savory', 'Herbal', 'Spices', 'Chemicals', 'Balsamic']",0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0
7129,CCOC1=CC2=CC=CC=C2C=C1,"['Fruity', 'Flower']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7130,CC(C)CC1=NC2=CC=CC=C2C=C1,"['Earthy', 'Smoky', 'Spices', 'Animal Body', 'Woody']",0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1
7137,CC=CC1=CC(=C(C=C1)OC(=O)C)OC,"['Flower', 'Balsamic', 'Spices']",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
7146,CC(C=O)C1=CC=CC=C1,"['Flower', 'Earthy', 'Green', 'Savory', 'Alcohol', 'Fruity']",1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0
7148,CCC(=O)C1=CC=CC=C1,"['Fruity', 'Green', 'Flower']",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
7149,C1=CC=C(C=C1)C(CO)O,['Flower'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7165,CCOC(=O)C1=CC=CC=C1,"['Flower', 'Earthy', 'Green', 'Herbal', 'Chemicals', 'Fruity']",0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0
7169,C1=CC=C(C=C1)C(=O)OC2=CC=CC=C2,"['Flower', 'Green', 'Chemicals', 'Balsamic']",0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
7170,CCOC(=O)CC(=O)C1=CC=CC=C1,"['Gourmand', 'Spices', 'Chemicals', 'Fruity', 'Woody']",0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
7175,CCCOC(=O)C1=CC=C(C=C1)O,"['Fruity', 'Woody', 'Smoky']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
7184,CCCCOC(=O)C1=CC=C(C=C1)O,"['Chemicals', 'Sulfur', 'Fruity']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
7193,CC(C)CCOC(=O)C1=CC=CC=C1,"['Fruity', 'Green', 'Balsamic']",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
7197,CCCC1=CC2=C(C=C1)OCO2,"['Flower', 'Spices']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7219,C1C=CC2=CC=CC=C21,"['Animal Body', 'Chemicals', 'Balsamic']",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7222,C1=CC=C2C(=C1)N=CS2,"['Smoky', 'Savory', 'Sulfur']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
7224,CC1=CC2=CC=CC=C2N1,['Animal Body'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7225,CC1=NC2=CC=CC=C2O1,"['Flower', 'Smoky', 'Savory', 'Sulfur', 'Chemicals']",0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0
7237,CC1=CC=CC=C1C,"['Flower', 'Sulfur']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7249,CC1=C(C=C(C=C1)O)C,"['Earthy', 'Gourmand', 'Smoky', 'Savory']",0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
7267,CC1=CC(=C(C=C1)C)O,"['Chemicals', 'Gourmand', 'Smoky', 'Savory']",0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
7268,CCOC(=O)C(=O)OCC,"['Earthy', 'Green', 'Animal Body']",0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7275,CC1C(O1)C2CCC3(C(C2)O3)C,['Herbal'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7276,C1C(O1)C2=CC=CC=C2,"['Sulfur', 'Balsamic']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7288,CCC(=O)CC,"['Alcohol', 'Chemicals']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7335,CC1=CCC(CC1OC(=O)C)C(=C)C,"['Green', 'Herbal', 'Spices', 'Alcohol', 'Fruity']",1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
7336,CCC(=O)OC1CC(CC=C1C)C(=C)C,['Herbal'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7341,CCCC(C)C(=O)O,"['Green', 'Alcohol', 'Gourmand', 'Savory']",1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
7342,CCOC(=O)C(C)C,"['Alcohol', 'Chemicals', 'Fruity']",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
7343,CCOC(=O)C(=C)C,"['Green', 'Sulfur']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7351,CC(C)COC(=O)C(C)C,"['Fruity', 'Chemicals', 'Savory', 'Alcohol']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
7354,CCCCOC(=O)C(=C)C,"['Alcohol', 'Green', 'Sulfur', 'Chemicals']",1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
7358,CCC(CC)CO,"['Alcohol', 'Earthy']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7363,C1=COC(=C1)CS,"['Gourmand', 'Smoky', 'Savory', 'Sulfur']",0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
7364,C1=CSC(=C1)C=O,['Sulfur'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7366,CC(C)(C)C1=CC=CC=C1,"['Earthy', 'Woody']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7381,CC(C)(C)C1=CC(=C(C=C1)O)O,['Chemicals'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7392,CC(C)(C)C1CCC(=O)CC1,"['Woody', 'Animal Body', 'Herbal']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
7393,CC(C)(C)C1=CC=C(C=C1)O,['Chemicals'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7409,CC(C1=CC=CC=C1)O,"['Flower', 'Earthy', 'Gourmand', 'Green', 'Chemicals', 'Fruity', 'Woody']",0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1
7410,CC(=O)C1=CC=CC=C1,"['Flower', 'Green', 'Gourmand', 'Alcohol', 'Chemicals', 'Fruity', 'Animal Body']",1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0
7413,C1CCC(CC1)C(=O)O,"['Alcohol', 'Chemicals', 'Savory', 'Fruity']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
7416,C1=CC=C(C=C1)[N+](=O)[O-],['Gourmand'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7438,CC1=CCC(CC1O)C(=C)C,"['Green', 'Herbal', 'Spices']",0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
7439,CC1=CCC(CC1=O)C(=C)C,"['Flower', 'Green', 'Herbal', 'Spices']",0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
7455,CC1=CC=C(C=C1)C(=O)OC,"['Flower', 'Spices']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7459,CC1CCC(CC1)C(C)C,"['Green', 'Woody', 'Sulfur']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
7460,CC1=CCC(C=C1)C(C)C,"['Green', 'Herbal', 'Spices', 'Chemicals', 'Fruity', 'Woody']",0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1
7461,CC1=CCC(=CC1)C(C)C,"['Green', 'Spices', 'Chemicals', 'Fruity', 'Woody']",0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
7462,CC1=CC=C(CC1)C(C)C,"['Green', 'Spices', 'Chemicals', 'Fruity', 'Woody']",0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
7465,CC(C)C1=CC=C(C=C1)O,"['Chemicals', 'Woody', 'Spices']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
7469,CC(=O)C1=CC=C(C=C1)O,"['Flower', 'Green', 'Fruity', 'Woody', 'Balsamic']",0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1
7476,CC(=O)C1=CC=C(C=C1)OC,"['Flower', 'Green', 'Gourmand', 'Spices', 'Fruity', 'Animal Body', 'Balsamic']",0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0
7478,COC1=CC=C(C=C1)C(=O)O,"['Animal Body', 'Chemicals']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7499,C=CC1CCC=CC1,"['Alcohol', 'Chemicals']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
