CID,IsomericSMILES,Descriptors,Alcohol,Animal Body,Aquatic,Balsamic,Chemicals,Earthy,Flower,Fruity,Gourmand,Green,Herbal,Savory,Smoky,Spices,Sulfur,Woody
454,CCCCCCCC=O,"['Savory', 'Fruity', 'Chemicals', 'Green', 'Balsamic']",0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0
473,CSCCC(=O)C(=O)O,"['Savory', 'Sulfur']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
527,CCC=O,"['Savory', 'Fruity', 'Earthy', 'Chemicals', 'Woody', 'Gourmand', 'Green', 'Alcohol']",1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1
612,CC(C(=O)O)O,['Savory'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
650,CC(=O)C(=O)C,"['Savory', 'Alcohol', 'Gourmand']",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
674,CNC,['Aquatic'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
679,CS(=O)C,"['Earthy', 'Savory', 'Sulfur']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
702,CCO,"['Chemicals', 'Alcohol']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
798,C1=CC=C2C(=C1)C=CN2,"['Savory', 'Smoky', 'Earthy', 'Flower', 'Animal Body', 'Alcohol']",1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0
875,C(C(C(=O)O)O)(C(=O)O)O,['Gourmand'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
931,C1=CC=C2C=CC=CC2=C1,"['Chemicals', 'Woody', 'Alcohol']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
985,CCCCCCCCCCCCCCCC(=O)O,"['Green', 'Savory', 'Balsamic', 'Gourmand']",0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0
989,CC1(COC(=O)C1O)C,"['Savory', 'Smoky', 'Gourmand']",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
996,C1=CC=C(C=C1)O,['Chemicals'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
997,C1=CC=C(C=C1)CC(=O)C(=O)O,"['Smoky', 'Chemicals', 'Gourmand', 'Green', 'Alcohol']",1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
998,C1=CC=C(C=C1)CC=O,"['Fruity', 'Earthy', 'Gourmand', 'Flower', 'Green', 'Sulfur']",0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0
999,C1=CC=C(C=C1)CC(=O)O,"['Savory', 'Smoky', 'Gourmand', 'Flower', 'Balsamic', 'Animal Body']",0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0
1001,C1=CC=C(C=C1)CCN,['Aquatic'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1031,CCCO,"['Fruity', 'Earthy', 'Alcohol', 'Sulfur']",1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
1032,CCC(=O)O,"['Savory', 'Alcohol']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1045,C(CCN)CN,"['Animal Body', 'Aquatic']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1049,C1=CC=NC=C1,"['Aquatic', 'Savory', 'Smoky']",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1060,CC(=O)C(=O)O,"['Gourmand', 'Savory', 'Alcohol', 'Smoky']",1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1068,CSC,"['Aquatic', 'Savory', 'Fruity', 'Chemicals', 'Gourmand', 'Green', 'Sulfur', 'Alcohol']",1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0
1103,C(CCNCCCN)CNCCCN,"['Fruity', 'Flower']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1136,CC1=C(SC=N1)CCO,"['Savory', 'Sulfur']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1140,CC1=CC=CC=C1,['Alcohol'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,C[N+](C)(C)[O-],['Aquatic'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1182,CC(C)C(C(=O)O)N,['Aquatic'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1183,COC1=C(C=CC(=C1)C=O)O,"['Savory', 'Gourmand']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1491,C1=CC(=C(C=C1O)O)C(=O)O,['Chemicals'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1567,C(CS)O,"['Savory', 'Smoky']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2214,CC(=O)C1=CC(=C(C=C1)O)OC,['Gourmand'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2346,C1=CC=C(C=C1)CN=C=S,"['Chemicals', 'Savory', 'Spices', 'Alcohol']",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
3080,C(C(CS)S)O,['Sulfur'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3283,CCOCC,"['Chemicals', 'Alcohol']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3314,COC1=C(C=CC(=C1)CC=C)O,"['Savory', 'Spices', 'Smoky', 'Chemicals', 'Woody', 'Gourmand', 'Flower', 'Alcohol']",1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1
3327,CC(=CCCC(=CCCC(=CCO)C)C)C,['Flower'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3611,CC(C)C1=CC(=O)C(=CC=C1)O,"['Chemicals', 'Woody']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3776,CC(C)O,"['Earthy', 'Woody', 'Alcohol']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3893,CCCCCCCCCCCC(=O)O,"['Savory', 'Fruity', 'Chemicals', 'Flower', 'Balsamic']",0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0
4093,CC(=C)C(=O)O,['Alcohol'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4133,COC(=O)C1=CC=CC=C1O,"['Herbal', 'Chemicals', 'Woody', 'Green']",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
4458,CC(=CCCC(=CCO)C)C,['Flower'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4775,C1=CC=C(C=C1)CCCC(=O)O,"['Flower', 'Gourmand']",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4837,C1CNCCN1,['Aquatic'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4943,CC(C)C1=C(C(=CC=C1)C(C)C)O,['Chemicals'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5054,C1=CC(=CC(=C1)O)O,"['Savory', 'Fruity', 'Chemicals', 'Earthy', 'Gourmand']",0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0
5144,C=CCC1=CC2=C(C=C1)OCO2,"['Flower', 'Woody', 'Spices']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
5146,C1=CC=C(C(=C1)CO)O,['Fruity'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5541,CC(=O)OCC(COC(=O)C)OC(=O)C,"['Savory', 'Fruity', 'Chemicals', 'Gourmand', 'Alcohol']",1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
5610,C1=CC(=CC=C1CCN)O,"['Aquatic', 'Fruity', 'Chemicals', 'Savory']",0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0
5971,C=CCN=C=S,"['Savory', 'Alcohol', 'Sulfur']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6027,C1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O)O,"['Woody', 'Smoky', 'Gourmand']",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
6213,CS(=O)(=O)C,"['Sulfur', 'Smoky']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6268,C(C(C(=O)O)S)C(=O)O,['Sulfur'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6276,CCCCCO,"['Savory', 'Chemicals', 'Balsamic', 'Sulfur', 'Alcohol']",1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
6288,C[C@H]([C@@H](C(=O)O)N)O,['Savory'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6329,CN,"['Fruity', 'Aquatic', 'Savory']",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
6343,CCS,"['Fruity', 'Savory', 'Sulfur', 'Smoky']",0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
6354,C1CO1,"['Fruity', 'Chemicals', 'Alcohol']",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6364,CC(C)S,"['Fruity', 'Savory', 'Alcohol', 'Sulfur']",1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
6387,CC(C)(C)S,"['Savory', 'Smoky', 'Fruity', 'Gourmand', 'Sulfur']",0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0
6405,CCC(C)(C)O,"['Chemicals', 'Woody', 'Alcohol', 'Sulfur']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
6417,CC(C)(C)C(=O)O,"['Savory', 'Alcohol']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6448,CC(=O)OC1CC2CCC1(C2(C)C)C,"['Spices', 'Woody', 'Green', 'Herbal', 'Balsamic']",0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
6482,C[C@@H]1CC[C@@H]2C13CCC(C(C3)C2(C)C)(C)OC(=O)C,"['Earthy', 'Woody']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6495,CC(C)(OC)OC,"['Chemicals', 'Alcohol']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6506,CCOC(=O)CC(CC(=O)OCC)(C(=O)OCC)O,"['Fruity', 'Alcohol']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6514,C(CS)C(=O)O,"['Savory', 'Smoky', 'Sulfur', 'Gourmand']",0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
6544,CC1=CC(=O)CC(C1)(C)C,"['Smoky', 'Fruity', 'Earthy', 'Woody', 'Gourmand', 'Green', 'Herbal', 'Alcohol']",1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1
6548,CCC(C)(CCCC(C)C)O,"['Fruity', 'Flower']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6549,CC(=CCCC(C)(C=C)O)C,"['Spices', 'Fruity', 'Chemicals', 'Woody', 'Flower', 'Green']",0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1
6557,CC(=C)C=C,['Chemicals'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6558,CC(C)CN,"['Fruity', 'Aquatic', 'Savory', 'Alcohol']",1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
6562,CC(=C)C=O,"['Flower', 'Green']",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
6568,CCC(C)O,"['Fruity', 'Chemicals', 'Alcohol', 'Sulfur']",1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
6584,CC(=O)OC,"['Fruity', 'Chemicals', 'Woody', 'Alcohol']",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
6590,CC(C)C(=O)O,"['Fruity', 'Savory', 'Alcohol']",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
6616,CC1(C2CCC(C2)C1=C)C,"['Spices', 'Fruity', 'Chemicals', 'Woody', 'Green', 'Herbal']",0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1
6623,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,['Chemicals'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6632,CC1CCC(C=C1)(C(C)C)OC(=O)C,"['Fruity', 'Flower', 'Woody', 'Green']",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
6651,CC1(CCC(CC1)C(C)(C)O)O,"['Woody', 'Balsamic']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
6660,CC1=C(C(=O)CC1)O,"['Spices', 'Gourmand']",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6736,CC1=CNC2=CC=CC=C12,"['Animal Body', 'Fruity', 'Flower']",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6753,CC1=C(C=C(C(=C1[N+](=O)[O-])OC)C(C)(C)C)[N+](=O)[O-],"['Animal Body', 'Flower', 'Earthy']",0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
6835,COC1=CC=CC=C1C2=CC=CC=C2,"['Fruity', 'Flower']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6874,CC(C)CCOC(=O)C1=CC=CC=C1O,"['Chemicals', 'Woody', 'Flower', 'Green', 'Balsamic']",0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1
6877,CCOC(=O)C1=CC=CC=C1N,"['Fruity', 'Flower', 'Green']",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
6915,CCC(CC)C(=O)O,"['Fruity', 'Earthy', 'Savory', 'Alcohol']",1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
6920,CC(=O)C1=CC=CS1,"['Sulfur', 'Gourmand']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6937,CC1=CC(=C(C=C1)C(C)(C)C)O,"['Animal Body', 'Woody', 'Smoky']",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
6986,CC1CCC(C(=O)C1)C(C)C,"['Herbal', 'Chemicals', 'Woody', 'Alcohol']",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
6988,CC1CCC(=C(C)C)C(=O)C1,"['Green', 'Woody', 'Herbal']",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
6989,CC1=CC(=C(C=C1)C(C)C)O,"['Spices', 'Smoky', 'Chemicals', 'Woody', 'Green']",0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1
6997,CCC1=CC=CC=C1O,['Chemicals'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7002,CC1=CC=CC2=CC=CC=C12,"['Chemicals', 'Woody', 'Earthy', 'Green']",0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1
7016,C1CCC(CC1)C2CCCCC2=O,"['Chemicals', 'Woody', 'Flower', 'Herbal', 'Green']",0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1
7017,C1=CC=C(C=C1)C2=CC=CC=C2O,"['Chemicals', 'Spices', 'Gourmand']",0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
7041,COC1=C(C(=CC=C1)OC)O,"['Chemicals', 'Woody', 'Balsamic', 'Smoky']",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
7047,C1=CC=C2C(=C1)C=CC=N2,"['Smoky', 'Chemicals', 'Earthy', 'Balsamic', 'Animal Body']",0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0
7055,CC1=CC2=CC=CC=C2C=C1,"['Flower', 'Woody']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
7058,C1=CC=C2C=C(C=CC2=C1)S,"['Savory', 'Smoky', 'Earthy', 'Woody', 'Gourmand', 'Sulfur']",0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1
7092,CC1=CC2=C(C=C1)OC(=O)C=C2,"['Savory', 'Fruity', 'Earthy', 'Gourmand', 'Flower', 'Green']",0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0
7119,COC1=CC2=CC=CC=C2C=C1,"['Fruity', 'Flower']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7122,CC(=O)C1=CC2=CC=CC=C2C=C1,"['Fruity', 'Flower', 'Gourmand']",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
7128,CC=CC1=CC(=C(C=C1)OC)OC,"['Woody', 'Spices']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
7129,CCOC1=CC2=CC=CC=C2C=C1,"['Fruity', 'Flower']",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7130,CC(C)CC1=NC2=CC=CC=C2C=C1,"['Animal Body', 'Earthy', 'Woody', 'Smoky']",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
7136,CC(=O)OC1=C(C=C(C=C1)CC=C)OC,"['Spices', 'Fruity', 'Woody', 'Flower', 'Balsamic', 'Alcohol']",1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1
7147,CCC(C1=CC=CC=C1)O,"['Flower', 'Balsamic']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
7150,COC(=O)C1=CC=CC=C1,"['Fruity', 'Chemicals', 'Gourmand', 'Green', 'Flower']",0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0
7151,COC(=O)C1=CN=CC=C1,"['Green', 'Spices', 'Smoky']",0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
7165,CCOC(=O)C1=CC=CC=C1,"['Fruity', 'Earthy', 'Chemicals', 'Green', 'Flower', 'Herbal']",0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0
7170,CCOC(=O)CC(=O)C1=CC=CC=C1,"['Spices', 'Fruity', 'Chemicals', 'Woody', 'Gourmand', 'Alcohol']",1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
7175,CCCOC(=O)C1=CC=C(C=C1)O,"['Fruity', 'Woody', 'Smoky']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
7184,CCCCOC(=O)C1=CC=C(C=C1)O,"['Fruity', 'Chemicals', 'Sulfur']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
7197,CCCC1=CC2=C(C=C1)OCO2,"['Flower', 'Spices']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
7221,C1=CC=C2C(=C1)C=CS2,"['Chemicals', 'Sulfur', 'Earthy', 'Smoky']",0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
7222,C1=CC=C2C(=C1)N=CS2,"['Chemicals', 'Savory', 'Sulfur', 'Smoky']",0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
7224,CC1=CC2=CC=CC=C2N1,['Animal Body'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7225,CC1=NC2=CC=CC=C2O1,"['Savory', 'Smoky', 'Chemicals', 'Gourmand', 'Flower', 'Alcohol']",1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0
7237,CC1=CC=CC=C1C,['Flower'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7247,CC1=CC(=C(C=C1)C)C,['Chemicals'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7249,CC1=C(C=C(C=C1)O)C,"['Gourmand', 'Earthy', 'Savory', 'Smoky']",0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
7267,CC1=CC(=C(C=C1)C)O,"['Gourmand', 'Chemicals', 'Savory', 'Smoky']",0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
7268,CCOC(=O)C(=O)OCC,"['Fruity', 'Green', 'Sulfur', 'Animal Body', 'Alcohol']",1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
7275,CC1C(O1)C2CCC3(C(C2)O3)C,['Herbal'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7283,CCC(C)CN,['Aquatic'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7288,CCC(=O)CC,"['Savory', 'Fruity', 'Chemicals', 'Gourmand', 'Alcohol']",1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
7298,C1CCC(C1)O,"['Chemicals', 'Alcohol', 'Sulfur']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7302,C1CC(=O)OC1,"['Savory', 'Gourmand']",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
7304,CN1C=CC=C1,"['Animal Body', 'Green', 'Woody', 'Smoky']",0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7335,CC1=CCC(CC1OC(=O)C)C(=C)C,"['Savory', 'Spices', 'Fruity', 'Green', 'Herbal', 'Alcohol']",1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0
7336,CCC(=O)OC1CC(CC=C1C)C(=C)C,"['Fruity', 'Herbal']",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7341,CCCC(C)C(=O)O,"['Savory', 'Alcohol', 'Gourmand']",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
7343,CCOC(=O)C(=C)C,"['Fruity', 'Herbal', 'Alcohol']",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7344,CCOC(=O)C(C)O,"['Fruity', 'Chemicals', 'Savory', 'Alcohol']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
7352,CC(C)COC(=O)C(=C)C,"['Herbal', 'Alcohol']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7354,CCCCOC(=O)C(=C)C,"['Fruity', 'Green', 'Chemicals', 'Alcohol']",1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
7358,CCC(CC)CO,"['Chemicals', 'Earthy', 'Alcohol', 'Sulfur']",1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
7360,C1CC(OC1)CO,"['Fruity', 'Chemicals', 'Savory', 'Gourmand']",0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
7361,C1=COC(=C1)CO,"['Savory', 'Smoky', 'Fruity', 'Chemicals', 'Earthy', 'Gourmand', 'Sulfur', 'Alcohol']",1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0
7362,C1=COC(=C1)C=O,"['Savory', 'Spices', 'Chemicals', 'Woody', 'Gourmand']",0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1
7364,C1=CSC(=C1)C=O,"['Fruity', 'Sulfur']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7381,CC(C)(C)C1=CC(=C(C=C1)O)O,['Chemicals'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7391,CC(C)(C)C1CCC(CC1)O,"['Flower', 'Woody', 'Earthy', 'Herbal']",0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
7392,CC(C)(C)C1CCC(=O)CC1,"['Animal Body', 'Woody', 'Herbal']",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
7393,CC(C)(C)C1=CC=C(C=C1)O,['Chemicals'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7405,C1CC(=O)N[C@@H]1C(=O)O,"['Chemicals', 'Alcohol']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7407,CC(=C)C1=CC=CC=C1,['Green'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7409,CC(C1=CC=CC=C1)O,"['Fruity', 'Chemicals', 'Earthy', 'Woody', 'Gourmand', 'Flower', 'Green']",0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1
7410,CC(=O)C1=CC=CC=C1,"['Fruity', 'Chemicals', 'Gourmand', 'Flower', 'Green', 'Alcohol']",1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0
7413,C1CCC(CC1)C(=O)O,"['Fruity', 'Chemicals', 'Savory', 'Alcohol']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
7438,CC1=CCC(CC1O)C(=C)C,"['Green', 'Herbal', 'Spices']",0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
7439,CC1=CCC(CC1=O)C(=C)C,"['Herbal', 'Spices']",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7455,CC1=CC=C(C=C1)C(=O)OC,"['Fruity', 'Flower', 'Spices']",0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
7460,CC1=CCC(C=C1)C(C)C,"['Spices', 'Fruity', 'Chemicals', 'Woody', 'Green', 'Herbal']",0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1
7462,CC1=CC=C(CC1)C(C)C,"['Spices', 'Fruity', 'Chemicals', 'Woody', 'Green']",0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
